ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2	source
bouchardassent	buSaRdas	boucharder	VER	VER			sub:imp:3p;	b_u|S_a_R|d_a_s_#	b_ou|ch_a_r|d_a_ss_ent	0.0	0.0	synthetic
torréfiés	toRefje	torréfier	VER	VER	m	p	par:pas;	t_o|R_e|f_j_e	t_o|rr_é|f_i_é_s	0.0	0.0	synthetic
torréfiée	toRefje	torréfier	VER	VER	f	s	par:pas;	t_o|R_e|f_j_e	t_o|rr_é|f_i_é_e	0.0	0.0	synthetic
torréfiées	toRefje	torréfier	VER	VER	f	p	par:pas;	t_o|R_e|f_j_e	t_o|rr_é|f_i_é_es	0.0	0.0	synthetic
guinchâtes	g5Sat	guincher	VER	VER			ind:pas:2p;	g_5|S_a_t_#	gu_in|ch_â_t_es	0.0	0.0	synthetic
guinche	g5S	guincher	VER	VER			sub:pre:1s;	g_5|S_#	gu_in|ch_e	0.0	0.0	synthetic
guinches	g5S	guincher	VER	VER			sub:pre:2s;	g_5|S_#	gu_in|ch_es	0.0	0.0	synthetic
guinche	g5S	guincher	VER	VER			sub:pre:3s;	g_5|S_#	gu_in|ch_e	0.0	0.0	synthetic
guinchasse	g5Sas	guincher	VER	VER			sub:imp:1s;	g_5|S_a_s_#	gu_in|ch_a_ss_e	0.0	0.0	synthetic
guinchasses	g5Sas	guincher	VER	VER			sub:imp:2s;	g_5|S_a_s_#	gu_in|ch_a_ss_es	0.0	0.0	synthetic
guinchassions	g5Sasj§	guincher	VER	VER			sub:imp:1p;	g_5|S_a|s_j_§	gu_in|ch_a|ss_i_ons	0.0	0.0	synthetic
guinchassent	g5Sas	guincher	VER	VER			sub:imp:3p;	g_5|S_a_s_#	gu_in|ch_a_ss_ent	0.0	0.0	synthetic
numérotâtes	nymeRotat	numéroter	VER	VER			ind:pas:2p;	n_y|m_e|R_o|t_a_t_#	n_u|m_é|r_o|t_â_t_es	0.0	0.0	synthetic
numérote	nymeRot	numéroter	VER	VER			sub:pre:1s;	n_y|m_e|R_o|t_#	n_u|m_é|r_o|t_e	0.0	0.0	synthetic
numérotes	nymeRot	numéroter	VER	VER			sub:pre:2s;	n_y|m_e|R_o|t_#	n_u|m_é|r_o|t_es	0.0	0.0	synthetic
numérote	nymeRot	numéroter	VER	VER			sub:pre:3s;	n_y|m_e|R_o|t_#	n_u|m_é|r_o|t_e	0.0	0.0	synthetic
numérotasse	nymeRotas	numéroter	VER	VER			sub:imp:1s;	n_y|m_e|R_o|t_a_s_#	n_u|m_é|r_o|t_a_ss_e	0.0	0.0	synthetic
numérotasses	nymeRotas	numéroter	VER	VER			sub:imp:2s;	n_y|m_e|R_o|t_a_s_#	n_u|m_é|r_o|t_a_ss_es	0.0	0.0	synthetic
numérotassions	nymeRotasj§	numéroter	VER	VER			sub:imp:1p;	n_y|m_e|R_o|t_a|s_j_§	n_u|m_é|r_o|t_a|ss_i_ons	0.0	0.0	synthetic
numérotassent	nymeRotas	numéroter	VER	VER			sub:imp:3p;	n_y|m_e|R_o|t_a_s_#	n_u|m_é|r_o|t_a_ss_ent	0.0	0.0	synthetic
écalâtes	ekalat	écaler	VER	VER			ind:pas:2p;	e|k_a|l_a_t_#	é|c_a|l_â_t_es	0.0	0.0	synthetic
écale	ekal	écaler	VER	VER			sub:pre:1s;	e|k_a|l_#	é|c_a|l_e	0.0	0.0	synthetic
écales	ekal	écaler	VER	VER			sub:pre:2s;	e|k_a|l_#	é|c_a|l_es	0.0	0.0	synthetic
écale	ekal	écaler	VER	VER			sub:pre:3s;	e|k_a|l_#	é|c_a|l_e	0.0	0.0	synthetic
écalasse	ekalas	écaler	VER	VER			sub:imp:1s;	e|k_a|l_a_s_#	é|c_a|l_a_ss_e	0.0	0.0	synthetic
écalasses	ekalas	écaler	VER	VER			sub:imp:2s;	e|k_a|l_a_s_#	é|c_a|l_a_ss_es	0.0	0.0	synthetic
écalassions	ekalasj§	écaler	VER	VER			sub:imp:1p;	e|k_a|l_a|s_j_§	é|c_a|l_a|ss_i_ons	0.0	0.0	synthetic
écalassent	ekalas	écaler	VER	VER			sub:imp:3p;	e|k_a|l_a_s_#	é|c_a|l_a_ss_ent	0.0	0.0	synthetic
hachâtes	aSat	hacher	VER	VER			ind:pas:2p;	#_a|S_a_t_#	h_a|ch_â_t_es	0.0	0.0	synthetic
hache	aS	hacher	VER	VER			sub:pre:1s;	#_a|S_#	h_a|ch_e	0.0	0.0	synthetic
haches	aS	hacher	VER	VER			sub:pre:2s;	#_a|S_#	h_a|ch_es	0.0	0.0	synthetic
hache	aS	hacher	VER	VER			sub:pre:3s;	#_a|S_#	h_a|ch_e	0.0	0.0	synthetic
hachasse	aSas	hacher	VER	VER			sub:imp:1s;	#_a|S_a_s_#	h_a|ch_a_ss_e	0.0	0.0	synthetic
hachasses	aSas	hacher	VER	VER			sub:imp:2s;	#_a|S_a_s_#	h_a|ch_a_ss_es	0.0	0.0	synthetic
hachassions	aSasj§	hacher	VER	VER			sub:imp:1p;	#_a|S_a|s_j_§	h_a|ch_a|ss_i_ons	0.0	0.0	synthetic
hachassent	aSas	hacher	VER	VER			sub:imp:3p;	#_a|S_a_s_#	h_a|ch_a_ss_ent	0.0	0.0	synthetic
braquâtes	bRakat	braquer	VER	VER			ind:pas:2p;	b_R_a|k_a_t_#	b_r_a|qu_â_t_es	0.0	0.0	synthetic
braque	bRak	braquer	VER	VER			sub:pre:1s;	b_R_a|k_#	b_r_a|qu_e	0.0	0.0	synthetic
braques	bRak	braquer	VER	VER			sub:pre:2s;	b_R_a|k_#	b_r_a|qu_es	0.0	0.0	synthetic
braque	bRak	braquer	VER	VER			sub:pre:3s;	b_R_a|k_#	b_r_a|qu_e	0.0	0.0	synthetic
braquasse	bRakas	braquer	VER	VER			sub:imp:1s;	b_R_a|k_a_s_#	b_r_a|qu_a_ss_e	0.0	0.0	synthetic
braquasses	bRakas	braquer	VER	VER			sub:imp:2s;	b_R_a|k_a_s_#	b_r_a|qu_a_ss_es	0.0	0.0	synthetic
braquassions	bRakasj§	braquer	VER	VER			sub:imp:1p;	b_R_a|k_a|s_j_§	b_r_a|qu_a|ss_i_ons	0.0	0.0	synthetic
braquassent	bRakas	braquer	VER	VER			sub:imp:3p;	b_R_a|k_a_s_#	b_r_a|qu_a_ss_ent	0.0	0.0	synthetic
triturâtes	tRityRat	triturer	VER	VER			ind:pas:2p;	t_R_i|t_y|R_a_t_#	t_r_i|t_u|r_â_t_es	0.0	0.0	synthetic
triture	tRityR	triturer	VER	VER			sub:pre:1s;	t_R_i|t_y|R_#	t_r_i|t_u|r_e	0.0	0.0	synthetic
tritures	tRityR	triturer	VER	VER			sub:pre:2s;	t_R_i|t_y|R_#	t_r_i|t_u|r_es	0.0	0.0	synthetic
triture	tRityR	triturer	VER	VER			sub:pre:3s;	t_R_i|t_y|R_#	t_r_i|t_u|r_e	0.0	0.0	synthetic
triturasse	tRityRas	triturer	VER	VER			sub:imp:1s;	t_R_i|t_y|R_a_s_#	t_r_i|t_u|r_a_ss_e	0.0	0.0	synthetic
triturasses	tRityRas	triturer	VER	VER			sub:imp:2s;	t_R_i|t_y|R_a_s_#	t_r_i|t_u|r_a_ss_es	0.0	0.0	synthetic
triturassions	tRityRasj§	triturer	VER	VER			sub:imp:1p;	t_R_i|t_y|R_a|s_j_§	t_r_i|t_u|r_a|ss_i_ons	0.0	0.0	synthetic
triturassent	tRityRas	triturer	VER	VER			sub:imp:3p;	t_R_i|t_y|R_a_s_#	t_r_i|t_u|r_a_ss_ent	0.0	0.0	synthetic
empirés	@piRe	empirer	VER	VER	m	p	par:pas;	@|p_i|R_e	em|p_i|r_é_s	0.0	0.0	synthetic
empirées	@piRe	empirer	VER	VER	f	p	par:pas;	@|p_i|R_e	em|p_i|r_é_es	0.0	0.0	synthetic
empirâtes	@piRat	empirer	VER	VER			ind:pas:2p;	@|p_i|R_a_t_#	em|p_i|r_â_t_es	0.0	0.0	synthetic
empire	@piR	empirer	VER	VER			sub:pre:1s;	@|p_i|R_#	em|p_i|r_e	0.0	0.0	synthetic
empires	@piR	empirer	VER	VER			sub:pre:2s;	@|p_i|R_#	em|p_i|r_es	0.0	0.0	synthetic
empire	@piR	empirer	VER	VER			sub:pre:3s;	@|p_i|R_#	em|p_i|r_e	0.0	0.0	synthetic
empirasse	@piRas	empirer	VER	VER			sub:imp:1s;	@|p_i|R_a_s_#	em|p_i|r_a_ss_e	0.0	0.0	synthetic
empirasses	@piRas	empirer	VER	VER			sub:imp:2s;	@|p_i|R_a_s_#	em|p_i|r_a_ss_es	0.0	0.0	synthetic
empirassions	@piRasj§	empirer	VER	VER			sub:imp:1p;	@|p_i|R_a|s_j_§	em|p_i|r_a|ss_i_ons	0.0	0.0	synthetic
empirassent	@piRas	empirer	VER	VER			sub:imp:3p;	@|p_i|R_a_s_#	em|p_i|r_a_ss_ent	0.0	0.0	synthetic
dialysés	djalize	dialyser	VER	VER	m	p	par:pas;	d_j_a|l_i|z_e	d_i_a|l_y|s_é_s	0.0	0.0	synthetic
dialysées	djalize	dialyser	VER	VER	f	p	par:pas;	d_j_a|l_i|z_e	d_i_a|l_y|s_é_es	0.0	0.0	synthetic
dialysâtes	djalizat	dialyser	VER	VER			ind:pas:2p;	d_j_a|l_i|z_a_t_#	d_i_a|l_y|s_â_t_es	0.0	0.0	synthetic
dialyse	djaliz	dialyser	VER	VER			sub:pre:1s;	d_j_a|l_i|z_#	d_i_a|l_y|s_e	0.0	0.0	synthetic
dialyses	djaliz	dialyser	VER	VER			sub:pre:2s;	d_j_a|l_i|z_#	d_i_a|l_y|s_es	0.0	0.0	synthetic
dialyse	djaliz	dialyser	VER	VER			sub:pre:3s;	d_j_a|l_i|z_#	d_i_a|l_y|s_e	0.0	0.0	synthetic
dialysasse	djalizas	dialyser	VER	VER			sub:imp:1s;	d_j_a|l_i|z_a_s_#	d_i_a|l_y|s_a_ss_e	0.0	0.0	synthetic
dialysasses	djalizas	dialyser	VER	VER			sub:imp:2s;	d_j_a|l_i|z_a_s_#	d_i_a|l_y|s_a_ss_es	0.0	0.0	synthetic
dialysassions	djalizasj§	dialyser	VER	VER			sub:imp:1p;	d_j_a|l_i|z_a|s_j_§	d_i_a|l_y|s_a|ss_i_ons	0.0	0.0	synthetic
dialysassent	djalizas	dialyser	VER	VER			sub:imp:3p;	d_j_a|l_i|z_a_s_#	d_i_a|l_y|s_a_ss_ent	0.0	0.0	synthetic
humanisâtes	ymanizat	humaniser	VER	VER			ind:pas:2p;	#_y|m_a|n_i|z_a_t_#	h_u|m_a|n_i|s_â_t_es	0.0	0.0	synthetic
humanise	ymaniz	humaniser	VER	VER			sub:pre:1s;	#_y|m_a|n_i|z_#	h_u|m_a|n_i|s_e	0.0	0.0	synthetic
humanises	ymaniz	humaniser	VER	VER			sub:pre:2s;	#_y|m_a|n_i|z_#	h_u|m_a|n_i|s_es	0.0	0.0	synthetic
humanise	ymaniz	humaniser	VER	VER			sub:pre:3s;	#_y|m_a|n_i|z_#	h_u|m_a|n_i|s_e	0.0	0.0	synthetic
humanisasse	ymanizas	humaniser	VER	VER			sub:imp:1s;	#_y|m_a|n_i|z_a_s_#	h_u|m_a|n_i|s_a_ss_e	0.0	0.0	synthetic
humanisasses	ymanizas	humaniser	VER	VER			sub:imp:2s;	#_y|m_a|n_i|z_a_s_#	h_u|m_a|n_i|s_a_ss_es	0.0	0.0	synthetic
humanisassions	ymanizasj§	humaniser	VER	VER			sub:imp:1p;	#_y|m_a|n_i|z_a|s_j_§	h_u|m_a|n_i|s_a|ss_i_ons	0.0	0.0	synthetic
humanisassent	ymanizas	humaniser	VER	VER			sub:imp:3p;	#_y|m_a|n_i|z_a_s_#	h_u|m_a|n_i|s_a_ss_ent	0.0	0.0	synthetic
perdurés	pERdyRe	perdurer	VER	VER	m	p	par:pas;	p_E_R|d_y|R_e	p_e_r|d_u|r_é_s	0.0	0.0	synthetic
perdurée	pERdyRe	perdurer	VER	VER	f	s	par:pas;	p_E_R|d_y|R_e	p_e_r|d_u|r_é_e	0.0	0.0	synthetic
perdurées	pERdyRe	perdurer	VER	VER	f	p	par:pas;	p_E_R|d_y|R_e	p_e_r|d_u|r_é_es	0.0	0.0	synthetic
perdurâtes	pERdyRat	perdurer	VER	VER			ind:pas:2p;	p_E_R|d_y|R_a_t_#	p_e_r|d_u|r_â_t_es	0.0	0.0	synthetic
perdure	pERdyR	perdurer	VER	VER			sub:pre:1s;	p_E_R|d_y|R_#	p_e_r|d_u|r_e	0.0	0.0	synthetic
perdures	pERdyR	perdurer	VER	VER			sub:pre:2s;	p_E_R|d_y|R_#	p_e_r|d_u|r_es	0.0	0.0	synthetic
perdure	pERdyR	perdurer	VER	VER			sub:pre:3s;	p_E_R|d_y|R_#	p_e_r|d_u|r_e	0.0	0.0	synthetic
perdurasse	pERdyRas	perdurer	VER	VER			sub:imp:1s;	p_E_R|d_y|R_a_s_#	p_e_r|d_u|r_a_ss_e	0.0	0.0	synthetic
perdurasses	pERdyRas	perdurer	VER	VER			sub:imp:2s;	p_E_R|d_y|R_a_s_#	p_e_r|d_u|r_a_ss_es	0.0	0.0	synthetic
perdurassions	pERdyRasj§	perdurer	VER	VER			sub:imp:1p;	p_E_R|d_y|R_a|s_j_§	p_e_r|d_u|r_a|ss_i_ons	0.0	0.0	synthetic
perdurassent	pERdyRas	perdurer	VER	VER			sub:imp:3p;	p_E_R|d_y|R_a_s_#	p_e_r|d_u|r_a_ss_ent	0.0	0.0	synthetic
folâtrâtes	folatRat	folâtrer	VER	VER			ind:pas:2p;	f_o|l_a|t_R_a_t_#	f_o|l_â|t_r_â_t_es	0.0	0.0	synthetic
folâtre	folatR	folâtrer	VER	VER			sub:pre:1s;	f_o|l_a|t_R_#	f_o|l_â|t_r_e	0.0	0.0	synthetic
folâtres	folatR	folâtrer	VER	VER			sub:pre:2s;	f_o|l_a|t_R_#	f_o|l_â|t_r_es	0.0	0.0	synthetic
folâtre	folatR	folâtrer	VER	VER			sub:pre:3s;	f_o|l_a|t_R_#	f_o|l_â|t_r_e	0.0	0.0	synthetic
folâtrasse	folatRas	folâtrer	VER	VER			sub:imp:1s;	f_o|l_a|t_R_a_s_#	f_o|l_â|t_r_a_ss_e	0.0	0.0	synthetic
folâtrasses	folatRas	folâtrer	VER	VER			sub:imp:2s;	f_o|l_a|t_R_a_s_#	f_o|l_â|t_r_a_ss_es	0.0	0.0	synthetic
folâtrassions	folatRasj§	folâtrer	VER	VER			sub:imp:1p;	f_o|l_a|t_R_a|s_j_§	f_o|l_â|t_r_a|ss_i_ons	0.0	0.0	synthetic
folâtrassent	folatRas	folâtrer	VER	VER			sub:imp:3p;	f_o|l_a|t_R_a_s_#	f_o|l_â|t_r_a_ss_ent	0.0	0.0	synthetic
exterminâtes	EkstERminat	exterminer	VER	VER			ind:pas:2p;	E|ks_t_E_R|m_i|n_a_t_#	e|x_t_e_r|m_i|n_â_t_es	0.0	0.0	synthetic
extermine	EkstERmin	exterminer	VER	VER			sub:pre:1s;	E|ks_t_E_R|m_i|n_#	e|x_t_e_r|m_i|n_e	0.0	0.0	synthetic
extermines	EkstERmin	exterminer	VER	VER			sub:pre:2s;	E|ks_t_E_R|m_i|n_#	e|x_t_e_r|m_i|n_es	0.0	0.0	synthetic
extermine	EkstERmin	exterminer	VER	VER			sub:pre:3s;	E|ks_t_E_R|m_i|n_#	e|x_t_e_r|m_i|n_e	0.0	0.0	synthetic
exterminasse	EkstERminas	exterminer	VER	VER			sub:imp:1s;	E|ks_t_E_R|m_i|n_a_s_#	e|x_t_e_r|m_i|n_a_ss_e	0.0	0.0	synthetic
exterminasses	EkstERminas	exterminer	VER	VER			sub:imp:2s;	E|ks_t_E_R|m_i|n_a_s_#	e|x_t_e_r|m_i|n_a_ss_es	0.0	0.0	synthetic
exterminassions	EkstERminasj§	exterminer	VER	VER			sub:imp:1p;	E|ks_t_E_R|m_i|n_a|s_j_§	e|x_t_e_r|m_i|n_a|ss_i_ons	0.0	0.0	synthetic
exterminassent	EkstERminas	exterminer	VER	VER			sub:imp:3p;	E|ks_t_E_R|m_i|n_a_s_#	e|x_t_e_r|m_i|n_a_ss_ent	0.0	0.0	synthetic
organisâtes	ORganizat	organiser	VER	VER			ind:pas:2p;	O_R|g_a|n_i|z_a_t_#	o_r|g_a|n_i|s_â_t_es	0.0	0.0	synthetic
organises	ORganiz	organiser	VER	VER			sub:pre:2s;	O_R|g_a|n_i|z_#	o_r|g_a|n_i|s_es	0.0	0.0	synthetic
organisasse	ORganizas	organiser	VER	VER			sub:imp:1s;	O_R|g_a|n_i|z_a_s_#	o_r|g_a|n_i|s_a_ss_e	0.0	0.0	synthetic
organisasses	ORganizas	organiser	VER	VER			sub:imp:2s;	O_R|g_a|n_i|z_a_s_#	o_r|g_a|n_i|s_a_ss_es	0.0	0.0	synthetic
organisassions	ORganizasj§	organiser	VER	VER			sub:imp:1p;	O_R|g_a|n_i|z_a|s_j_§	o_r|g_a|n_i|s_a|ss_i_ons	0.0	0.0	synthetic
organisassent	ORganizas	organiser	VER	VER			sub:imp:3p;	O_R|g_a|n_i|z_a_s_#	o_r|g_a|n_i|s_a_ss_ent	0.0	0.0	synthetic
désolidarisée	desolidaRize	désolidariser	VER	VER	f	s	par:pas;	d_e|s_o|l_i|d_a|R_i|z_e	d_é|s_o|l_i|d_a|r_i|s_é_e	0.0	0.0	synthetic
désolidarisées	desolidaRize	désolidariser	VER	VER	f	p	par:pas;	d_e|s_o|l_i|d_a|R_i|z_e	d_é|s_o|l_i|d_a|r_i|s_é_es	0.0	0.0	synthetic
désolidarisâtes	desolidaRizat	désolidariser	VER	VER			ind:pas:2p;	d_e|s_o|l_i|d_a|R_i|z_a_t_#	d_é|s_o|l_i|d_a|r_i|s_â_t_es	0.0	0.0	synthetic
désolidarise	desolidaRiz	désolidariser	VER	VER			sub:pre:1s;	d_e|s_o|l_i|d_a|R_i|z_#	d_é|s_o|l_i|d_a|r_i|s_e	0.0	0.0	synthetic
désolidarises	desolidaRiz	désolidariser	VER	VER			sub:pre:2s;	d_e|s_o|l_i|d_a|R_i|z_#	d_é|s_o|l_i|d_a|r_i|s_es	0.0	0.0	synthetic
désolidarise	desolidaRiz	désolidariser	VER	VER			sub:pre:3s;	d_e|s_o|l_i|d_a|R_i|z_#	d_é|s_o|l_i|d_a|r_i|s_e	0.0	0.0	synthetic
désolidarisasse	desolidaRizas	désolidariser	VER	VER			sub:imp:1s;	d_e|s_o|l_i|d_a|R_i|z_a_s_#	d_é|s_o|l_i|d_a|r_i|s_a_ss_e	0.0	0.0	synthetic
désolidarisasses	desolidaRizas	désolidariser	VER	VER			sub:imp:2s;	d_e|s_o|l_i|d_a|R_i|z_a_s_#	d_é|s_o|l_i|d_a|r_i|s_a_ss_es	0.0	0.0	synthetic
désolidarisassions	desolidaRizasj§	désolidariser	VER	VER			sub:imp:1p;	d_e|s_o|l_i|d_a|R_i|z_a|s_j_§	d_é|s_o|l_i|d_a|r_i|s_a|ss_i_ons	0.0	0.0	synthetic
désolidarisassent	desolidaRizas	désolidariser	VER	VER			sub:imp:3p;	d_e|s_o|l_i|d_a|R_i|z_a_s_#	d_é|s_o|l_i|d_a|r_i|s_a_ss_ent	0.0	0.0	synthetic
sillonnâtes	sijonat	sillonner	VER	VER			ind:pas:2p;	s_i|j_o|n_a_t_#	s_i|ll_o|nn_â_t_es	0.0	0.0	synthetic
sillonne	sijon	sillonner	VER	VER			sub:pre:1s;	s_i|j_o|n_#	s_i|ll_o|nn_e	0.0	0.0	synthetic
sillonnes	sijon	sillonner	VER	VER			sub:pre:2s;	s_i|j_o|n_#	s_i|ll_o|nn_es	0.0	0.0	synthetic
sillonne	sijon	sillonner	VER	VER			sub:pre:3s;	s_i|j_o|n_#	s_i|ll_o|nn_e	0.0	0.0	synthetic
sillonnasse	sijonas	sillonner	VER	VER			sub:imp:1s;	s_i|j_o|n_a_s_#	s_i|ll_o|nn_a_ss_e	0.0	0.0	synthetic
sillonnasses	sijonas	sillonner	VER	VER			sub:imp:2s;	s_i|j_o|n_a_s_#	s_i|ll_o|nn_a_ss_es	0.0	0.0	synthetic
sillonnassions	sijonasj§	sillonner	VER	VER			sub:imp:1p;	s_i|j_o|n_a|s_j_§	s_i|ll_o|nn_a|ss_i_ons	0.0	0.0	synthetic
sillonnassent	sijonas	sillonner	VER	VER			sub:imp:3p;	s_i|j_o|n_a_s_#	s_i|ll_o|nn_a_ss_ent	0.0	0.0	synthetic
indurés	5dyRe	indurer	VER	VER	m	p	par:pas;	5|d_y|R_e	in|d_u|r_é_s	0.0	0.0	synthetic
indurée	5dyRe	indurer	VER	VER	f	s	par:pas;	5|d_y|R_e	in|d_u|r_é_e	0.0	0.0	synthetic
ornementées	ORn°m@te	ornementer	VER	VER	f	p	par:pas;	O_R|n_°|m_@|t_e	o_r|n_e|m_en|t_é_es	0.0	0.0	synthetic
ornementâtes	ORn°m@tat	ornementer	VER	VER			ind:pas:2p;	O_R|n_°|m_@|t_a_t_#	o_r|n_e|m_en|t_â_t_es	0.0	0.0	synthetic
ornemente	ORn°m@t	ornementer	VER	VER			sub:pre:1s;	O_R|n_°|m_@|t_#	o_r|n_e|m_en|t_e	0.0	0.0	synthetic
ornementes	ORn°m@t	ornementer	VER	VER			sub:pre:2s;	O_R|n_°|m_@|t_#	o_r|n_e|m_en|t_es	0.0	0.0	synthetic
ornemente	ORn°m@t	ornementer	VER	VER			sub:pre:3s;	O_R|n_°|m_@|t_#	o_r|n_e|m_en|t_e	0.0	0.0	synthetic
ornementasse	ORn°m@tas	ornementer	VER	VER			sub:imp:1s;	O_R|n_°|m_@|t_a_s_#	o_r|n_e|m_en|t_a_ss_e	0.0	0.0	synthetic
ornementasses	ORn°m@tas	ornementer	VER	VER			sub:imp:2s;	O_R|n_°|m_@|t_a_s_#	o_r|n_e|m_en|t_a_ss_es	0.0	0.0	synthetic
ornementassions	ORn°m@tasj§	ornementer	VER	VER			sub:imp:1p;	O_R|n_°|m_@|t_a|s_j_§	o_r|n_e|m_en|t_a|ss_i_ons	0.0	0.0	synthetic
ornementassent	ORn°m@tas	ornementer	VER	VER			sub:imp:3p;	O_R|n_°|m_@|t_a_s_#	o_r|n_e|m_en|t_a_ss_ent	0.0	0.0	synthetic
barattée	baRate	baratter	VER	VER	f	s	par:pas;	b_a|R_a|t_e	b_a|r_a|tt_é_e	0.0	0.0	synthetic
barattées	baRate	baratter	VER	VER	f	p	par:pas;	b_a|R_a|t_e	b_a|r_a|tt_é_es	0.0	0.0	synthetic
barattâtes	baRatat	baratter	VER	VER			ind:pas:2p;	b_a|R_a|t_a_t_#	b_a|r_a|tt_â_t_es	0.0	0.0	synthetic
baratte	baRat	baratter	VER	VER			sub:pre:1s;	b_a|R_a|t_#	b_a|r_a|tt_e	0.0	0.0	synthetic
barattes	baRat	baratter	VER	VER			sub:pre:2s;	b_a|R_a|t_#	b_a|r_a|tt_es	0.0	0.0	synthetic
baratte	baRat	baratter	VER	VER			sub:pre:3s;	b_a|R_a|t_#	b_a|r_a|tt_e	0.0	0.0	synthetic
barattasse	baRatas	baratter	VER	VER			sub:imp:1s;	b_a|R_a|t_a_s_#	b_a|r_a|tt_a_ss_e	0.0	0.0	synthetic
barattasses	baRatas	baratter	VER	VER			sub:imp:2s;	b_a|R_a|t_a_s_#	b_a|r_a|tt_a_ss_es	0.0	0.0	synthetic
barattassions	baRatasj§	baratter	VER	VER			sub:imp:1p;	b_a|R_a|t_a|s_j_§	b_a|r_a|tt_a|ss_i_ons	0.0	0.0	synthetic
barattassent	baRatas	baratter	VER	VER			sub:imp:3p;	b_a|R_a|t_a_s_#	b_a|r_a|tt_a_ss_ent	0.0	0.0	synthetic
ardoisé	aRdwaze	ardoiser	VER	VER	m	s	par:pas;	a_R|d_wa|z_e	a_r|d_oi|s_é	0.0	0.0	synthetic
ardoisés	aRdwaze	ardoiser	VER	VER	m	p	par:pas;	a_R|d_wa|z_e	a_r|d_oi|s_é_s	0.0	0.0	synthetic
ardoisée	aRdwaze	ardoiser	VER	VER	f	s	par:pas;	a_R|d_wa|z_e	a_r|d_oi|s_é_e	0.0	0.0	synthetic
signifiés	siNifje	signifier	VER	VER	m	p	par:pas;	s_i|N_i|f_j_e	s_i|gn_i|f_i_é_s	0.0	0.0	synthetic
signifiâtes	siNifjat	signifier	VER	VER			ind:pas:2p;	s_i|N_i|f_j_a_t_#	s_i|gn_i|f_i_â_t_es	0.0	0.0	synthetic
signifie	siNifj	signifier	VER	VER			sub:pre:1s;	s_i|N_i|f_j_#	s_i|gn_i|f_i_e	0.0	0.0	synthetic
signifies	siNifj	signifier	VER	VER			sub:pre:2s;	s_i|N_i|f_j_#	s_i|gn_i|f_i_es	0.0	0.0	synthetic
signifie	siNifj	signifier	VER	VER			sub:pre:3s;	s_i|N_i|f_j_#	s_i|gn_i|f_i_e	0.0	0.0	synthetic
signifiasse	siNifjas	signifier	VER	VER			sub:imp:1s;	s_i|N_i|f_j_a_s_#	s_i|gn_i|f_i_a_ss_e	0.0	0.0	synthetic
signifiasses	siNifjas	signifier	VER	VER			sub:imp:2s;	s_i|N_i|f_j_a_s_#	s_i|gn_i|f_i_a_ss_es	0.0	0.0	synthetic
signifiassions	siNifjasj§	signifier	VER	VER			sub:imp:1p;	s_i|N_i|f_j_a|s_j_§	s_i|gn_i|f_i_a|ss_i_ons	0.0	0.0	synthetic
signifiassent	siNifjas	signifier	VER	VER			sub:imp:3p;	s_i|N_i|f_j_a_s_#	s_i|gn_i|f_i_a_ss_ent	0.0	0.0	synthetic
colonisâtes	kolonizat	coloniser	VER	VER			ind:pas:2p;	k_o|l_o|n_i|z_a_t_#	c_o|l_o|n_i|s_â_t_es	0.0	0.0	synthetic
colonise	koloniz	coloniser	VER	VER			sub:pre:1s;	k_o|l_o|n_i|z_#	c_o|l_o|n_i|s_e	0.0	0.0	synthetic
colonises	koloniz	coloniser	VER	VER			sub:pre:2s;	k_o|l_o|n_i|z_#	c_o|l_o|n_i|s_es	0.0	0.0	synthetic
colonise	koloniz	coloniser	VER	VER			sub:pre:3s;	k_o|l_o|n_i|z_#	c_o|l_o|n_i|s_e	0.0	0.0	synthetic
colonisasse	kolonizas	coloniser	VER	VER			sub:imp:1s;	k_o|l_o|n_i|z_a_s_#	c_o|l_o|n_i|s_a_ss_e	0.0	0.0	synthetic
colonisasses	kolonizas	coloniser	VER	VER			sub:imp:2s;	k_o|l_o|n_i|z_a_s_#	c_o|l_o|n_i|s_a_ss_es	0.0	0.0	synthetic
colonisassions	kolonizasj§	coloniser	VER	VER			sub:imp:1p;	k_o|l_o|n_i|z_a|s_j_§	c_o|l_o|n_i|s_a|ss_i_ons	0.0	0.0	synthetic
colonisassent	kolonizas	coloniser	VER	VER			sub:imp:3p;	k_o|l_o|n_i|z_a_s_#	c_o|l_o|n_i|s_a_ss_ent	0.0	0.0	synthetic
violâtes	vjolat	violer	VER	VER			ind:pas:2p;	v_j_o|l_a_t_#	v_i_o|l_â_t_es	0.0	0.0	synthetic
viole	vjol	violer	VER	VER			sub:pre:1s;	v_j_o|l_#	v_i_o|l_e	0.0	0.0	synthetic
violes	vjol	violer	VER	VER			sub:pre:2s;	v_j_o|l_#	v_i_o|l_es	0.0	0.0	synthetic
viole	vjol	violer	VER	VER			sub:pre:3s;	v_j_o|l_#	v_i_o|l_e	0.0	0.0	synthetic
violasse	vjolas	violer	VER	VER			sub:imp:1s;	v_j_o|l_a_s_#	v_i_o|l_a_ss_e	0.0	0.0	synthetic
violasses	vjolas	violer	VER	VER			sub:imp:2s;	v_j_o|l_a_s_#	v_i_o|l_a_ss_es	0.0	0.0	synthetic
