item	phono	cgram	grapheme	assoc	regTo_GP
condensé	k§d@se	VER	c.on.d.en.s.é	c-k.on-§.d-d.en-@.s-s.é-e	1.1.1.1.0.1.
condensé	k§d@se	ADJ	c.on.d.en.s.é	c-k.on-§.d-d.en-@.s-s.é-e	1.1.1.1.0.1.
condensé	k§d@se	NOM	c.on.d.en.s.é	c-k.on-§.d-d.en-@.s-s.é-e	1.1.1.1.0.1.
condensée	k§d@se	ADJ	c.on.d.en.s.é.e	c-k.on-§.d-d.en-@.s-s.é-e.e-#	1.1.1.1.0.1.1.
condensées	k§d@se	VER	c.on.d.en.s.é.es	c-k.on-§.d-d.en-@.s-s.é-e.es-#	1.1.1.1.0.1.1.
condensés	k§d@se	VER	c.on.d.en.s.é.s	c-k.on-§.d-d.en-@.s-s.é-e.s-#	1.1.1.1.0.1.1.
condensés	k§d@se	ADJ	c.on.d.en.s.é.s	c-k.on-§.d-d.en-@.s-s.é-e.s-#	1.1.1.1.0.1.1.
condescend	k§dEs@	VER	c.on.d.e.sc.en.d	c-k.on-§.d-d.e-E.sc-s.en-@.d-#	1.1.1.1.1.1.1.
condescendait	k§dEs@dE	VER	c.on.d.e.sc.en.d.ait	c-k.on-§.d-d.e-E.sc-s.en-@.d-d.ait-E	1.1.1.1.1.1.1.1.
condescendance	k§des@d@s	NOM	c.on.d.e.sc.en.d.an.c.e	c-k.on-§.d-d.e-e.sc-s.en-@.d-d.an-@.c-s.e-#	1.1.1.0.1.1.1.1.1.1.
condescendant	k§des@d@	ADJ	c.on.d.e.sc.en.d.ant	c-k.on-§.d-d.e-e.sc-s.en-@.d-d.ant-@	1.1.1.0.1.1.1.1.
condescendant	k§des@d@	VER	c.on.d.e.sc.en.d.ant	c-k.on-§.d-d.e-e.sc-s.en-@.d-d.ant-@	1.1.1.0.1.1.1.1.
condescendante	k§des@d@t	ADJ	c.on.d.e.sc.en.d.an.t.e	c-k.on-§.d-d.e-e.sc-s.en-@.d-d.an-@.t-t.e-#	1.1.1.0.1.1.1.1.1.1.
condescendants	k§dEs@d@	ADJ	c.on.d.e.sc.en.d.an.ts	c-k.on-§.d-d.e-E.sc-s.en-@.d-d.an-@.ts-#	1.1.1.1.1.1.1.1.1.
condescendit	k§dEs@di	VER	c.on.d.e.sc.en.d.it	c-k.on-§.d-d.e-E.sc-s.en-@.d-d.it-i	1.1.1.1.1.1.1.1.
condescendrais	k§dEs@dRE	VER	c.on.d.e.sc.en.d.r.ais	c-k.on-§.d-d.e-E.sc-s.en-@.d-d.r-R.ais-E	1.1.1.1.1.1.1.1.1.
condescendre	k§des@dR	VER	c.on.d.e.sc.en.d.r.e	c-k.on-§.d-d.e-e.sc-s.en-@.d-d.r-R.e-#	1.1.1.0.1.1.1.1.1.
condescendu	k§dEs@dy	VER	c.on.d.e.sc.en.d.u	c-k.on-§.d-d.e-E.sc-s.en-@.d-d.u-y	1.1.1.1.1.1.1.1.
condiment	k§dim@	NOM	c.on.d.i.m.ent	c-k.on-§.d-d.i-i.m-m.ent-@	1.1.1.1.1.1.
condiments	k§dim@	NOM	c.on.d.i.m.en.ts	c-k.on-§.d-d.i-i.m-m.en-@.ts-#	1.1.1.1.1.1.1.
condisciple	k§disipl	NOM	c.on.d.i.sc.i.p.l.e	c-k.on-§.d-d.i-i.sc-s.i-i.p-p.l-l.e-#	1.1.1.1.1.1.1.1.1.
condisciples	k§disipl	NOM	c.on.d.i.sc.i.p.l.es	c-k.on-§.d-d.i-i.sc-s.i-i.p-p.l-l.es-#	1.1.1.1.1.1.1.1.1.
condition	k§disj§	NOM	c.on.d.i.t.i.on	c-k.on-§.d-d.i-i.t-s.i-j.on-§	1.1.1.1.0.0.1.
conditionnait	k§disjonE	VER	c.on.d.i.t.i.o.nn.ait	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.ait-E	1.1.1.1.0.0.0.1.1.
conditionnant	k§disjon@	VER	c.on.d.i.t.i.o.nn.ant	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.ant-@	1.1.1.1.0.0.0.1.1.
conditionne	k§disjOn	VER	c.on.d.i.t.i.o.nn.e	c-k.on-§.d-d.i-i.t-s.i-j.o-O.nn-n.e-#	1.1.1.1.0.0.1.1.1.
conditionnel	k§disjonEl	NOM	c.on.d.i.t.i.o.nn.e.l	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.e-E.l-l	1.1.1.1.0.0.0.1.1.1.
conditionnelle	k§disjonEl	ADJ	c.on.d.i.t.i.o.nn.e.ll.e	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.e-E.ll-l.e-#	1.1.1.1.0.0.0.1.1.1.1.
conditionnellement	k§disjonEl°m@	ADV	c.on.d.i.t.i.o.nn.e.ll.e.m.ent	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.e-E.ll-l.e-°.m-m.ent-@	1.1.1.1.0.0.0.1.1.1.0.1.1.
conditionnelles	k§disjonEl	ADJ	c.on.d.i.t.i.o.nn.e.ll.es	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.e-E.ll-l.es-#	1.1.1.1.0.0.0.1.1.1.1.
conditionnels	k§disjonEl	ADJ	c.on.d.i.t.i.o.nn.e.l.s	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.e-E.l-l.s-#	1.1.1.1.0.0.0.1.1.1.1.
conditionnels	k§disjonEl	NOM	c.on.d.i.t.i.o.nn.e.l.s	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.e-E.l-l.s-#	1.1.1.1.0.0.0.1.1.1.1.
conditionnement	k§disjOn°m@	NOM	c.on.d.i.t.i.o.nn.e.m.ent	c-k.on-§.d-d.i-i.t-s.i-j.o-O.nn-n.e-°.m-m.ent-@	1.1.1.1.0.0.1.1.0.1.1.
conditionnements	k§disjOn°m@	NOM	c.on.d.i.t.i.o.nn.e.m.en.ts	c-k.on-§.d-d.i-i.t-s.i-j.o-O.nn-n.e-°.m-m.en-@.ts-#	1.1.1.1.0.0.1.1.0.1.1.1.
conditionnent	k§disjOn	VER	c.on.d.i.t.i.o.nn.ent	c-k.on-§.d-d.i-i.t-s.i-j.o-O.nn-n.ent-#	1.1.1.1.0.0.1.1.0.
conditionner	k§disjone	VER	c.on.d.i.t.i.o.nn.er	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.er-e	1.1.1.1.0.0.0.1.1.
conditionnerons	k§disjOn°R§	VER	c.on.d.i.t.i.o.nn.e.r.ons	c-k.on-§.d-d.i-i.t-s.i-j.o-O.nn-n.e-°.r-R.ons-§	1.1.1.1.0.0.1.1.0.1.1.
conditionneur	k§disjon9R	NOM	c.on.d.i.t.i.o.nn.eu.r	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.eu-9.r-R	1.1.1.1.0.0.0.1.0.1.
conditionneurs	k§disjon9R	NOM	c.on.d.i.t.i.o.nn.eu.r.s	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.eu-9.r-R.s-#	1.1.1.1.0.0.0.1.0.1.1.
conditionnons	k§disjon§	VER	c.on.d.i.t.i.o.nn.ons	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.ons-§	1.1.1.1.0.0.0.1.1.
conditionné	k§disjone	VER	c.on.d.i.t.i.o.nn.é	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.é-e	1.1.1.1.0.0.0.1.1.
conditionné	k§disjone	ADJ	c.on.d.i.t.i.o.nn.é	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.é-e	1.1.1.1.0.0.0.1.1.
conditionnée	k§disjone	VER	c.on.d.i.t.i.o.nn.é.e	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.é-e.e-#	1.1.1.1.0.0.0.1.1.1.
conditionnée	k§disjone	ADJ	c.on.d.i.t.i.o.nn.é.e	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.é-e.e-#	1.1.1.1.0.0.0.1.1.1.
conditionnées	k§disjone	VER	c.on.d.i.t.i.o.nn.é.es	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.é-e.es-#	1.1.1.1.0.0.0.1.1.1.
conditionnées	k§disjone	ADJ	c.on.d.i.t.i.o.nn.é.es	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.é-e.es-#	1.1.1.1.0.0.0.1.1.1.
conditionnés	k§disjone	VER	c.on.d.i.t.i.o.nn.é.s	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.é-e.s-#	1.1.1.1.0.0.0.1.1.1.
conditionnés	k§disjone	ADJ	c.on.d.i.t.i.o.nn.é.s	c-k.on-§.d-d.i-i.t-s.i-j.o-o.nn-n.é-e.s-#	1.1.1.1.0.0.0.1.1.1.
conditions	k§disj§	NOM	c.on.d.i.t.i.on.s	c-k.on-§.d-d.i-i.t-s.i-j.on-§.s-#	1.1.1.1.0.0.1.1.
condo	k§do	NOM	c.on.d.o	c-k.on-§.d-d.o-o	1.1.1.1.
condoléance	k§dole@s	NOM	c.on.d.o.l.é.an.c.e	c-k.on-§.d-d.o-o.l-l.é-e.an-@.c-s.e-#	1.1.1.0.1.1.1.1.1.
condoléances	k§dole@s	NOM	c.on.d.o.l.é.an.c.es	c-k.on-§.d-d.o-o.l-l.é-e.an-@.c-s.es-#	1.1.1.0.1.1.1.1.1.
condoléants	k§dole@	ADJ	c.on.d.o.l.é.an.ts	c-k.on-§.d-d.o-o.l-l.é-e.an-@.ts-#	1.1.1.0.1.1.1.1.
condom	k§dOm	NOM	c.on.d.o.m	c-k.on-§.d-d.o-O.m-m	1.1.1.1.1.
condominium	k§dominjOm	NOM	c.on.d.o.m.i.n.i.u.m	c-k.on-§.d-d.o-o.m-m.i-i.n-n.i-j.u-O.m-m	1.1.1.0.1.1.1.0.0.1.
condor	k§dOR	NOM	c.on.d.o.r	c-k.on-§.d-d.o-O.r-R	1.1.1.1.1.
condors	k§dOR	NOM	c.on.d.o.r.s	c-k.on-§.d-d.o-O.r-R.s-#	1.1.1.1.1.1.
condos	k§do	NOM	c.on.d.o.s	c-k.on-§.d-d.o-o.s-#	1.1.1.0.1.
condottiere	k§dotjeR	NOM	c.on.d.o.tt.i.e.r.e	c-k.on-§.d-d.o-o.tt-t.i-j.e-e.r-R.e-#	1.1.1.0.1.0.0.1.1.
condottieres	k§dotjeR	NOM	c.on.d.o.tt.i.e.r.es	c-k.on-§.d-d.o-o.tt-t.i-j.e-e.r-R.es-#	1.1.1.0.1.0.0.1.1.
condottieri	k§dotiRi	NOM	c.on.d.o.tt.i.e.r.i	c-k.on-§.d-d.o-o.tt-t.i-i.e-#.r-R.i-i	1.1.1.0.1.1.0.1.1.
conductance	k§dykt@s	NOM	c.on.d.u.c.t.an.c.e	c-k.on-§.d-d.u-y.c-k.t-t.an-@.c-s.e-#	1.1.1.1.0.1.1.1.1.
conducteur	k§dykt9R	ADJ	c.on.d.u.c.t.eu.r	c-k.on-§.d-d.u-y.c-k.t-t.eu-9.r-R	1.1.1.1.0.1.0.1.
conducteur	k§dykt9R	NOM	c.on.d.u.c.t.eu.r	c-k.on-§.d-d.u-y.c-k.t-t.eu-9.r-R	1.1.1.1.0.1.0.1.
conducteurs	k§dykt9R	ADJ	c.on.d.u.c.t.eu.r.s	c-k.on-§.d-d.u-y.c-k.t-t.eu-9.r-R.s-#	1.1.1.1.0.1.0.1.1.
conducteurs	k§dykt9R	NOM	c.on.d.u.c.t.eu.r.s	c-k.on-§.d-d.u-y.c-k.t-t.eu-9.r-R.s-#	1.1.1.1.0.1.0.1.1.
conductibilité	k§dyktibilite	NOM	c.on.d.u.c.t.i.b.i.l.i.t.é	c-k.on-§.d-d.u-y.c-k.t-t.i-i.b-b.i-i.l-l.i-i.t-t.é-e	1.1.1.1.0.1.1.1.1.1.1.1.1.
conduction	k§dyksj§	NOM	c.on.d.u.c.t.i.on	c-k.on-§.d-d.u-y.c-k.t-s.i-j.on-§	1.1.1.1.0.0.0.1.
conductivité	k§dyktivite	NOM	c.on.d.u.c.t.i.v.i.t.é	c-k.on-§.d-d.u-y.c-k.t-t.i-i.v-v.i-i.t-t.é-e	1.1.1.1.0.1.1.1.1.1.1.
conductrice	k§dyktRis	ADJ	c.on.d.u.c.t.r.i.c.e	c-k.on-§.d-d.u-y.c-k.t-t.r-R.i-i.c-s.e-#	1.1.1.1.0.1.1.1.1.1.
conductrice	k§dyktRis	NOM	c.on.d.u.c.t.r.i.c.e	c-k.on-§.d-d.u-y.c-k.t-t.r-R.i-i.c-s.e-#	1.1.1.1.0.1.1.1.1.1.
conductrices	k§dyktRis	ADJ	c.on.d.u.c.t.r.i.c.es	c-k.on-§.d-d.u-y.c-k.t-t.r-R.i-i.c-s.es-#	1.1.1.1.0.1.1.1.1.1.
conductrices	k§dyktRis	NOM	c.on.d.u.c.t.r.i.c.es	c-k.on-§.d-d.u-y.c-k.t-t.r-R.i-i.c-s.es-#	1.1.1.1.0.1.1.1.1.1.
conduira	k§d8iRa	VER	c.on.d.ui.r.a	c-k.on-§.d-d.ui-8i.r-R.a-a	1.1.1.1.1.1.
conduirai	k§d8iRe	VER	c.on.d.ui.r.ai	c-k.on-§.d-d.ui-8i.r-R.ai-e	1.1.1.1.1.1.
conduiraient	k§d8iRE	VER	c.on.d.ui.r.aient	c-k.on-§.d-d.ui-8i.r-R.aient-E	1.1.1.1.1.1.
conduirais	k§d8iRE	VER	c.on.d.ui.r.ais	c-k.on-§.d-d.ui-8i.r-R.ais-E	1.1.1.1.1.1.
conduirait	k§d8iRE	VER	c.on.d.ui.r.ait	c-k.on-§.d-d.ui-8i.r-R.ait-E	1.1.1.1.1.1.
conduiras	k§d8iRa	VER	c.on.d.ui.r.as	c-k.on-§.d-d.ui-8i.r-R.as-a	1.1.1.1.1.1.
conduire	k§d8iR	VER	c.on.d.ui.r.e	c-k.on-§.d-d.ui-8i.r-R.e-#	1.1.1.1.1.1.
conduirez	k§d8iRe	VER	c.on.d.ui.r.ez	c-k.on-§.d-d.ui-8i.r-R.ez-e	1.1.1.1.1.1.
conduiriez	k§d8iRje	VER	c.on.d.ui.r.i.ez	c-k.on-§.d-d.ui-8i.r-R.i-j.ez-e	1.1.1.1.1.0.1.
conduirons	k§d8iR§	VER	c.on.d.ui.r.ons	c-k.on-§.d-d.ui-8i.r-R.ons-§	1.1.1.1.1.1.
conduiront	k§d8iR§	VER	c.on.d.ui.r.ont	c-k.on-§.d-d.ui-8i.r-R.ont-§	1.1.1.1.1.1.
conduis	k§d8i	VER	c.on.d.ui.s	c-k.on-§.d-d.ui-8i.s-#	1.1.1.1.1.
conduisaient	k§d8izE	VER	c.on.d.ui.s.aient	c-k.on-§.d-d.ui-8i.s-z.aient-E	1.1.1.1.0.1.
conduisais	k§d8izE	VER	c.on.d.ui.s.ais	c-k.on-§.d-d.ui-8i.s-z.ais-E	1.1.1.1.0.1.
conduisait	k§d8izE	VER	c.on.d.ui.s.ait	c-k.on-§.d-d.ui-8i.s-z.ait-E	1.1.1.1.0.1.
conduisant	k§d8iz@	VER	c.on.d.ui.s.ant	c-k.on-§.d-d.ui-8i.s-z.ant-@	1.1.1.1.0.1.
conduise	k§d8iz	VER	c.on.d.ui.s.e	c-k.on-§.d-d.ui-8i.s-z.e-#	1.1.1.1.0.1.
conduisent	k§d8iz	VER	c.on.d.ui.s.ent	c-k.on-§.d-d.ui-8i.s-z.ent-#	1.1.1.1.0.0.
conduises	k§d8iz	VER	c.on.d.ui.s.es	c-k.on-§.d-d.ui-8i.s-z.es-#	1.1.1.1.0.1.
conduisez	k§d8ize	VER	c.on.d.ui.s.ez	c-k.on-§.d-d.ui-8i.s-z.ez-e	1.1.1.1.0.1.
conduisiez	k§d8izje	VER	c.on.d.ui.s.i.ez	c-k.on-§.d-d.ui-8i.s-z.i-j.ez-e	1.1.1.1.0.0.1.
conduisions	k§d8izj§	VER	c.on.d.ui.s.i.ons	c-k.on-§.d-d.ui-8i.s-z.i-j.ons-§	1.1.1.1.0.0.1.
conduisirent	k§d8iziR	VER	c.on.d.ui.s.i.r.ent	c-k.on-§.d-d.ui-8i.s-z.i-i.r-R.ent-#	1.1.1.1.0.1.1.0.
conduisis	k§d8izi	VER	c.on.d.ui.s.is	c-k.on-§.d-d.ui-8i.s-z.is-i	1.1.1.1.0.1.
conduisit	k§d8izi	VER	c.on.d.ui.s.it	c-k.on-§.d-d.ui-8i.s-z.it-i	1.1.1.1.0.1.
conduisons	k§d8iz§	VER	c.on.d.ui.s.ons	c-k.on-§.d-d.ui-8i.s-z.ons-§	1.1.1.1.0.1.
conduisît	k§d8izi	VER	c.on.d.ui.s.ît	c-k.on-§.d-d.ui-8i.s-z.ît-i	1.1.1.1.0.1.
conduit	k§d8i	VER	c.on.d.ui.t	c-k.on-§.d-d.ui-8i.t-#	1.1.1.1.1.
conduit	k§d8i	NOM	c.on.d.ui.t	c-k.on-§.d-d.ui-8i.t-#	1.1.1.1.1.
conduite	k§d8it	VER	c.on.d.ui.t.e	c-k.on-§.d-d.ui-8i.t-t.e-#	1.1.1.1.1.1.
conduite	k§d8it	ADJ	c.on.d.ui.t.e	c-k.on-§.d-d.ui-8i.t-t.e-#	1.1.1.1.1.1.
conduite	k§d8it	NOM	c.on.d.ui.t.e	c-k.on-§.d-d.ui-8i.t-t.e-#	1.1.1.1.1.1.
conduites	k§d8it	VER	c.on.d.ui.t.es	c-k.on-§.d-d.ui-8i.t-t.es-#	1.1.1.1.1.1.
conduites	k§d8it	ADJ	c.on.d.ui.t.es	c-k.on-§.d-d.ui-8i.t-t.es-#	1.1.1.1.1.1.
conduites	k§d8it	NOM	c.on.d.ui.t.es	c-k.on-§.d-d.ui-8i.t-t.es-#	1.1.1.1.1.1.
conduits	k§d8i	VER	c.on.d.ui.ts	c-k.on-§.d-d.ui-8i.ts-#	1.1.1.1.1.
conduits	k§d8i	NOM	c.on.d.ui.ts	c-k.on-§.d-d.ui-8i.ts-#	1.1.1.1.1.
condyle	k§dil	NOM	c.on.d.y.l.e	c-k.on-§.d-d.y-i.l-l.e-#	1.1.1.1.1.1.
condyles	k§dil	NOM	c.on.d.y.l.es	c-k.on-§.d-d.y-i.l-l.es-#	1.1.1.1.1.1.
condé	k§de	NOM	c.on.d.é	c-k.on-§.d-d.é-e	1.1.1.1.
condés	k§de	NOM	c.on.d.é.s	c-k.on-§.d-d.é-e.s-#	1.1.1.1.1.
confabulaient	k§fabylE	VER	c.on.f.a.b.u.l.aient	c-k.on-§.f-f.a-a.b-b.u-y.l-l.aient-E	1.1.1.1.1.1.1.1.
confection	k§fEksj§	NOM	c.on.f.e.c.t.i.on	c-k.on-§.f-f.e-E.c-k.t-s.i-j.on-§	1.1.1.1.0.0.0.1.
confectionna	k§fEksjona	VER	c.on.f.e.c.t.i.o.nn.a	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.a-a	1.1.1.1.0.0.0.0.1.1.
confectionnai	k§fEksjone	VER	c.on.f.e.c.t.i.o.nn.ai	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.ai-e	1.1.1.1.0.0.0.0.1.1.
confectionnaient	k§fEksjonE	VER	c.on.f.e.c.t.i.o.nn.aient	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.aient-E	1.1.1.1.0.0.0.0.1.1.
confectionnais	k§fEksjonE	VER	c.on.f.e.c.t.i.o.nn.ais	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.ais-E	1.1.1.1.0.0.0.0.1.1.
confectionnait	k§fEksjonE	VER	c.on.f.e.c.t.i.o.nn.ait	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.ait-E	1.1.1.1.0.0.0.0.1.1.
confectionne	k§fEksjOn	VER	c.on.f.e.c.t.i.o.nn.e	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-O.nn-n.e-#	1.1.1.1.0.0.0.1.1.1.
confectionner	k§fEksjone	VER	c.on.f.e.c.t.i.o.nn.er	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.er-e	1.1.1.1.0.0.0.0.1.1.
confectionnerai	k§fEksjOn°Re	VER	c.on.f.e.c.t.i.o.nn.e.r.ai	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-O.nn-n.e-°.r-R.ai-e	1.1.1.1.0.0.0.1.1.0.1.1.
confectionnerais	k§fEksjOn°RE	VER	c.on.f.e.c.t.i.o.nn.e.r.ais	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-O.nn-n.e-°.r-R.ais-E	1.1.1.1.0.0.0.1.1.0.1.1.
confectionnerait	k§fEksjOn°RE	VER	c.on.f.e.c.t.i.o.nn.e.r.ait	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-O.nn-n.e-°.r-R.ait-E	1.1.1.1.0.0.0.1.1.0.1.1.
confectionneur	k§fEksjon9R	NOM	c.on.f.e.c.t.i.o.nn.eu.r	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.eu-9.r-R	1.1.1.1.0.0.0.0.1.0.1.
confectionneurs	k§fEksjon9R	NOM	c.on.f.e.c.t.i.o.nn.eu.r.s	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.eu-9.r-R.s-#	1.1.1.1.0.0.0.0.1.0.1.1.
confectionneuse	k§fEksjon2z	NOM	c.on.f.e.c.t.i.o.nn.eu.s.e	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.eu-2.s-z.e-#	1.1.1.1.0.0.0.0.1.1.0.1.
confectionneuses	k§fEksjon2z	NOM	c.on.f.e.c.t.i.o.nn.eu.s.es	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.eu-2.s-z.es-#	1.1.1.1.0.0.0.0.1.1.0.1.
confectionnez	k§fEksjone	VER	c.on.f.e.c.t.i.o.nn.ez	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.ez-e	1.1.1.1.0.0.0.0.1.1.
confectionnions	k§fEksjonj§	VER	c.on.f.e.c.t.i.o.nn.i.ons	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.i-j.ons-§	1.1.1.1.0.0.0.0.1.0.1.
confectionnâmes	k§fEksjonam	VER	c.on.f.e.c.t.i.o.nn.â.m.es	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.â-a.m-m.es-#	1.1.1.1.0.0.0.0.1.1.1.1.
confectionnât	k§fEksjona	VER	c.on.f.e.c.t.i.o.nn.ât	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.ât-a	1.1.1.1.0.0.0.0.1.1.
confectionnèrent	k§fEksjonER	VER	c.on.f.e.c.t.i.o.nn.è.r.ent	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.è-E.r-R.ent-#	1.1.1.1.0.0.0.0.1.1.1.0.
confectionné	k§fEksjone	VER	c.on.f.e.c.t.i.o.nn.é	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.é-e	1.1.1.1.0.0.0.0.1.1.
confectionnée	k§fEksjone	VER	c.on.f.e.c.t.i.o.nn.é.e	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.é-e.e-#	1.1.1.1.0.0.0.0.1.1.1.
confectionnées	k§fEksjone	VER	c.on.f.e.c.t.i.o.nn.é.es	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.é-e.es-#	1.1.1.1.0.0.0.0.1.1.1.
confectionnés	k§fEksjone	VER	c.on.f.e.c.t.i.o.nn.é.s	c-k.on-§.f-f.e-E.c-k.t-s.i-j.o-o.nn-n.é-e.s-#	1.1.1.1.0.0.0.0.1.1.1.
confessa	k§fEsa	VER	c.on.f.e.ss.a	c-k.on-§.f-f.e-E.ss-s.a-a	1.1.1.1.1.1.
confessai	k§fEse	VER	c.on.f.e.ss.ai	c-k.on-§.f-f.e-E.ss-s.ai-e	1.1.1.1.1.1.
confessaient	k§fEsE	VER	c.on.f.e.ss.aient	c-k.on-§.f-f.e-E.ss-s.aient-E	1.1.1.1.1.1.
confessais	k§fEsE	VER	c.on.f.e.ss.ais	c-k.on-§.f-f.e-E.ss-s.ais-E	1.1.1.1.1.1.
confessait	k§fEsE	VER	c.on.f.e.ss.ait	c-k.on-§.f-f.e-E.ss-s.ait-E	1.1.1.1.1.1.
confessant	k§fEs@	VER	c.on.f.e.ss.ant	c-k.on-§.f-f.e-E.ss-s.ant-@	1.1.1.1.1.1.
confesse	k§fEs	NOM	c.on.f.e.ss.e	c-k.on-§.f-f.e-E.ss-s.e-#	1.1.1.1.1.1.
confesse	k§fEs	VER	c.on.f.e.ss.e	c-k.on-§.f-f.e-E.ss-s.e-#	1.1.1.1.1.1.
confessent	k§fEs	VER	c.on.f.e.ss.ent	c-k.on-§.f-f.e-E.ss-s.ent-#	1.1.1.1.1.0.
confesser	k§fEse	VER	c.on.f.e.ss.er	c-k.on-§.f-f.e-E.ss-s.er-e	1.1.1.0.1.1.
confesserai	k§fEs°Re	VER	c.on.f.e.ss.e.r.ai	c-k.on-§.f-f.e-E.ss-s.e-°.r-R.ai-e	1.1.1.1.1.0.1.1.
confesserait	k§fEs°RE	VER	c.on.f.e.ss.e.r.ait	c-k.on-§.f-f.e-E.ss-s.e-°.r-R.ait-E	1.1.1.1.1.0.1.1.
confesseras	k§fEs°Ra	VER	c.on.f.e.ss.e.r.as	c-k.on-§.f-f.e-E.ss-s.e-°.r-R.as-a	1.1.1.1.1.0.1.1.
confesserez	k§fEs°Re	VER	c.on.f.e.ss.e.r.ez	c-k.on-§.f-f.e-E.ss-s.e-°.r-R.ez-e	1.1.1.1.1.0.1.1.
confesseur	k§fEs9R	NOM	c.on.f.e.ss.eu.r	c-k.on-§.f-f.e-E.ss-s.eu-9.r-R	1.1.1.1.1.0.1.
confesseurs	k§fEs9R	NOM	c.on.f.e.ss.eu.r.s	c-k.on-§.f-f.e-E.ss-s.eu-9.r-R.s-#	1.1.1.1.1.0.1.1.
confessez	k§fEse	VER	c.on.f.e.ss.ez	c-k.on-§.f-f.e-E.ss-s.ez-e	1.1.1.1.1.1.
confessiez	k§fEsje	VER	c.on.f.e.ss.i.ez	c-k.on-§.f-f.e-E.ss-s.i-j.ez-e	1.1.1.1.1.0.1.
confession	k§fesj§	NOM	c.on.f.e.ss.i.on	c-k.on-§.f-f.e-e.ss-s.i-j.on-§	1.1.1.0.1.0.1.
confessionnal	k§fEsjonal	NOM	c.on.f.e.ss.i.o.nn.a.l	c-k.on-§.f-f.e-E.ss-s.i-j.o-o.nn-n.a-a.l-l	1.1.1.1.1.0.0.1.1.1.
confessionnaux	k§fEsjono	NOM	c.on.f.e.ss.i.o.nn.au.x	c-k.on-§.f-f.e-E.ss-s.i-j.o-o.nn-n.au-o.x-#	1.1.1.1.1.0.0.1.1.1.
confessionnel	k§fEsjonEl	ADJ	c.on.f.e.ss.i.o.nn.e.l	c-k.on-§.f-f.e-E.ss-s.i-j.o-o.nn-n.e-E.l-l	1.1.1.1.1.0.0.1.1.1.
confessionnelle	k§fEsjonEl	ADJ	c.on.f.e.ss.i.o.nn.e.ll.e	c-k.on-§.f-f.e-E.ss-s.i-j.o-o.nn-n.e-E.ll-l.e-#	1.1.1.1.1.0.0.1.1.1.1.
confessionnels	k§fEsjonEl	ADJ	c.on.f.e.ss.i.o.nn.e.l.s	c-k.on-§.f-f.e-E.ss-s.i-j.o-o.nn-n.e-E.l-l.s-#	1.1.1.1.1.0.0.1.1.1.1.
